sensor_id,unit,record_count,valid_value_count,mean,std,min,max,lower_3sigma,upper_3sigma
20,mm/s,125471,125471,19.080975994452906,23.01873933381058,0.026,73.478,-49.97524200697884,88.13719399588464
104,mg,125469,125469,26.638519299587934,18.807172551663484,2.846,97.822,-29.78299835540252,83.06003695457838
51,mg,125468,125468,120.65018440558549,128.49576066001072,2.697,376.476,-264.83709757444666,506.13746638561764
94,mm/s,125453,125453,2.579820649964529,2.613586205393967,0.031,13.719,-5.260937966217372,10.42057926614643
341,°C,125056,125056,20.872209250255874,2.001923764578117,15.0,32.0,14.866437956521523,26.877980543990226
81,mg,111679,111679,16.478999131439217,12.418403901608626,4.608,350.545,-20.77621257338666,53.73421083626509
97,mm/s,111665,111665,2.598973035418438,2.7970383028502206,0.112,23.449,-5.792141873132224,10.990087943969101
17,mg,111611,111611,33.571735787691175,19.89729720998913,4.805,202.315,-26.120155842276212,93.26362741765857
53,mm/s,111584,111584,2.635328129480927,1.5739062229168026,0.065,24.273,-2.086390539269481,7.357046798231336
650,mg,111207,111207,376.94665737768304,206.1839266279436,102.836,1174.453,-241.60512250614778,995.4984372615138
134,mg,110773,110773,49.3206820885956,29.94262478794031,5.089,418.028,-40.507192275225336,139.14855645241653
138,mm/s,110754,110754,3.020654053126751,2.196963477547838,0.14,23.996,-3.570236379516763,9.611544485770265
143,mg,108628,108628,49.78212961667341,33.32628932870456,7.727,372.005,-50.196738369440276,149.76099760278709
149,mm/s,108609,108609,3.23668416982018,2.036335383883488,0.154,18.341,-2.8723219818302836,9.345690321470643
336,°C,106790,106790,20.768601929019574,1.9583377714578951,15.0,32.0,14.89358861464589,26.64361524339326
351,°C,103806,103806,20.79305627805714,1.998724221165853,15.0,31.0,14.796883614559581,26.789228941554697
140,mg,103259,103259,11.7558472191286,9.242981563534883,3.011,55.905,-15.973097471476049,39.48479190973325
145,mm/s,103245,103245,2.580239837280255,2.5172629313164556,0.073,16.938,-4.971548956669112,10.132028631229621
646,mg,103142,103142,25.7369781757189,8.531236925493943,7.301,95.655,0.14326739923707166,51.33068895220073
647,mm/s,103110,103110,1.2035310251188052,0.8092479812295769,0.235,5.404,-1.2242129185699255,3.631274968807536
346,°C,100632,100632,20.676762858732808,1.9547451297872251,15.0,31.0,14.812527469371133,26.540998248094482
292,°C,100210,100210,19.970578784552433,1.8411382119445707,14.4,29.8,14.447164148718722,25.493993420386147
331,°C,98154,98154,19.93600872098947,2.0105906576013086,14.0,30.0,13.904236748185545,25.967780693793394
63,mg,91619,91619,584.6542226830679,791.7197493599466,53.776,9391.256,-1790.505025396772,2959.813470762908
34,mg,91275,91275,684.8121721172281,587.7832709570524,151.863,7960.606,-1078.537640753929,2448.1619849883855
80,mg,91160,91160,372.7252039491004,486.7905580857954,48.995,6021.409,-1087.6464703082856,1833.0968782064865
