sensor_id,sample_count_risk_spearman,sample_count_mean,warning_sample_count_mean,low_sample_limit_p10,low_sample_windows,low_sample_warning_rate,other_sample_warning_rate,after_60min_gap_windows,after_60min_gap_warning_rate,other_gap_warning_rate
109,-0.10588233219685661,85.21625019046168,84.91629104958146,68.0,2744,0.049927113702623906,0.06023481368044921,49,0.08163265306122448,0.059115368469259244
84,-0.19778449761627193,85.06197588052072,87.47908496732026,67.0,2573,0.0388651379712398,0.13173705994926344,47,0.0,0.1224244848969794
92,-0.18926999927376567,85.31963435536089,71.42857142857143,68.0,2730,0.14871794871794872,0.03540913921360255,49,0.12244897959183673,0.04705029382584141
