sensor_id,window_start,sample_count,mean,std,min_value,max_value,rms,peak_to_peak,slope,sigma_anomaly,sigma_detected_features,isolation_decision,risk_score,status
92,2019-06-27 06:26:00,92,597.3209130434781,777.5406890862852,46.518,4473.161,980.4905896253514,4426.643,-2.7506593866692928,False,[],-0.13082329470828047,99.85526566368311,WARNING
92,2019-06-29 18:24:00,90,475.09131111111105,768.692092554499,29.38,5408.435,903.658833326543,5379.055,10.228083359675752,False,[],-0.13025759378907753,99.85526566368311,WARNING
92,2019-07-08 14:51:00,91,548.863967032967,677.0379888112249,29.38,5543.095,871.5687538001314,5513.715,-14.6197885721322,False,[],-0.13001176375312673,99.85526566368311,WARNING
92,2019-07-16 05:41:00,46,141.4195434782609,196.02489033945648,26.933,798.167,241.71314591928106,771.234,11.345731835763374,False,[],-0.12800536812144903,99.83622167206246,WARNING
92,2019-07-15 09:27:00,92,594.9257282608694,740.1963365677718,31.829,5743.861,949.6458491538182,5712.032,1.1371243561094075,True,"[""max_value"", ""peak_to_peak""]",-0.1275384592204002,99.83241287373833,WARNING
92,2019-06-26 21:22:00,78,119.3104487179486,118.00424650101796,24.483,558.227,167.80937210284563,533.744,-4.330962455177162,False,[],-0.12711473434268383,99.8286040754142,WARNING
92,2019-07-23 20:51:00,89,521.749011235955,762.8693070464849,29.38,5540.647,924.224870017725,5511.267,-3.4581625915042564,False,[],-0.1268265235154722,99.8286040754142,WARNING
92,2019-06-27 08:20:00,40,145.24895000000004,229.86258895957272,26.931,1018.52,271.908196418019,991.5889999999999,16.41853928413118,False,[],-0.1256743497406767,99.80956008379356,WARNING
92,2019-07-04 16:42:00,53,67.1218679245283,86.3422296509406,26.932,646.368,109.36327434186296,619.436,-2.843092456485612,False,[],-0.12562636343336964,99.80956008379356,WARNING
92,2019-07-10 11:33:00,90,519.7059555555555,736.8550468200032,31.828,5638.582,901.6926528834658,5606.754,9.217862892138264,False,[],-0.12521529591889013,99.80956008379356,WARNING
92,2019-07-23 04:13:00,88,112.09594318181816,134.20114475161714,29.38,910.791,174.8583647712225,881.4110000000001,-1.5667518536212888,False,[],-0.12455798884235492,99.79813368882118,WARNING
92,2019-06-25 22:07:00,60,88.42646666666664,149.5448186598772,24.484,761.441,173.73224454650506,736.957,-5.493246330297744,False,[],-0.1237769242790383,99.79432489049704,WARNING
