sensor_id,test_windows,sigma_anomaly_count,sigma_anomaly_rate,isolation_anomaly_count,isolation_anomaly_rate,both_anomaly_count,both_over_sigma_rate,both_over_isolation_rate,risk_mean,risk_p95,risk_p99,normal_count,attention_count,degrading_count,warning_count
109,26252,1039,0.03957793691909188,1553,0.05915739753161664,456,0.43888354186718,0.2936252414681262,52.54274583440022,95.78489257961297,99.26100868505256,15144,5173,4382,1553
84,25042,3793,0.15146553789633416,3060,0.12219471288235764,3018,0.7956762457157922,0.9862745098039216,55.96515317626477,99.27299229264005,99.85623577333173,12940,5671,3371,3060
92,26255,302,0.011502570938868787,1239,0.04719101123595506,42,0.1390728476821192,0.03389830508474576,51.04758861757558,94.78575509426776,98.90657017710912,15349,5317,4350,1239
